测定参数
[测定]
开始(nm):,650 nm
565.0,73.2
565.5,73.2
566.0,73.2
566.5,73.2
567.0,73.2
567.5,73.2
568.0,73.2
568.5,73.2
569.0,73.2
569.5,73.1
570.0,73.1
570.5,73.1
571.0,73.1
571.5,73.1
572.0,73.2
572.5,73.1
573.0,73.1
573.5,73.1
574.0,73.0
574.5,72.9
575.0,72.9
575.5,72.9
576.0,72.9
576.5,72.9
577.0,72.9
577.5,72.8
578.0,72.8
578.5,72.8
579.0,72.7
579.5,72.7
580.0,72.7
580.5,72.7
581.0,72.7
581.5,72.7
582.0,72.7
582.5,72.6
583.0,72.6
583.5,72.6
584.0,72.6
584.5,72.6
585.0,72.5
585.5,72.5
586.0,72.5
586.5,72.5
587.0,72.5
587.5,72.5
588.0,72.4
588.5,72.4
589.0,72.4
589.5,72.4
590.0,72.4
590.5,72.4
591.0,72.3
591.5,72.3
592.0,72.3
592.5,72.3
593.0,72.2
593.5,72.2
594.0,72.2
594.5,72.1
595.0,72.1
595.5,72.1
596.0,72.0
596.5,72.0
597.0,72.0
597.5,71.9
598.0,71.9
598.5,71.9
599.0,71.9
599.5,71.9
600.0,71.9
600.5,71.9
601.0,71.8
601.5,71.8
602.0,71.8
602.5,71.8
603.0,71.8
603.5,71.8
604.0,71.7
604.5,71.7
605.0,71.7
605.5,71.7
606.0,71.7
606.5,71.7
607.0,71.7
607.5,71.6
608.0,71.6
608.5,71.5
609.0,71.5
609.5,71.4
610.0,71.4
610.5,71.4
611.0,71.4
611.5,71.4
612.0,71.4
612.5,71.4
613.0,71.4
613.5,71.4
614.0,71.3
614.5,71.3
615.0,71.3
615.5,71.3
616.0,71.2
616.5,71.2
617.0,71.2
617.5,71.2
618.0,71.1
618.5,71.1
619.0,71.1
619.5,71.1
620.0,71.1
620.5,71.1
621.0,71.1
621.5,71.1
622.0,71.1
622.5,71.0
623.0,71.0
623.5,71.0
624.0,70.9
624.5,70.9
625.0,70.9
625.5,70.8
626.0,70.8
626.5,70.8
627.0,70.8
627.5,70.8
628.0,70.8
628.5,70.8
629.0,70.8
629.5,70.8
630.0,70.7
630.5,70.7
631.0,70.7
631.5,70.7
632.0,70.7
632.5,70.7
633.0,70.7
633.5,70.7
634.0,70.7
634.5,70.6
635.0,70.6
635.5,70.6
636.0,70.5
636.5,70.5
637.0,70.5
637.5,70.5
638.0,70.5
638.5,70.5
639.0,70.4
639.5,70.4
640.0,70.4
640.5,70.4
641.0,70.4
641.5,70.4
642.0,70.3
642.5,70.3
643.0,70.3
643.5,70.3
644.0,70.3
644.5,70.2
645.0,70.2
645.5,70.2
646.0,70.2
646.5,70.2
647.0,70.2
647.5,70.2
648.0,70.1
648.5,70.1
649.0,70.1
649.5,70.0
650.0,70.0
