测定参数
[测定]
开始(nm):,650 nm
565.0,83.9
565.5,83.9
566.0,83.9
566.5,84.0
567.0,84.0
567.5,84.0
568.0,84.1
568.5,84.0
569.0,84.0
569.5,84.0
570.0,83.9
570.5,83.9
571.0,83.9
571.5,83.9
572.0,83.9
572.5,83.9
573.0,83.9
573.5,83.8
574.0,83.8
574.5,83.8
575.0,83.8
575.5,83.7
576.0,83.7
576.5,83.7
577.0,83.7
577.5,83.7
578.0,83.7
578.5,83.7
579.0,83.7
579.5,83.7
580.0,83.7
580.5,83.7
581.0,83.7
581.5,83.7
582.0,83.7
582.5,83.7
583.0,83.7
583.5,83.7
584.0,83.7
584.5,83.6
585.0,83.6
585.5,83.6
586.0,83.6
586.5,83.6
587.0,83.6
587.5,83.6
588.0,83.6
588.5,83.6
589.0,83.6
589.5,83.6
590.0,83.5
590.5,83.5
591.0,83.5
591.5,83.5
592.0,83.5
592.5,83.5
593.0,83.6
593.5,83.5
594.0,83.5
594.5,83.5
595.0,83.5
595.5,83.4
596.0,83.4
596.5,83.3
597.0,83.3
597.5,83.2
598.0,83.2
598.5,83.3
599.0,83.3
599.5,83.3
600.0,83.3
600.5,83.3
601.0,83.3
601.5,83.2
602.0,83.2
602.5,83.2
603.0,83.2
603.5,83.2
604.0,83.2
604.5,83.2
605.0,83.2
605.5,83.2
606.0,83.2
606.5,83.2
607.0,83.2
607.5,83.1
608.0,83.1
608.5,83.0
609.0,83.0
609.5,83.0
610.0,83.0
610.5,83.0
611.0,83.0
611.5,83.0
612.0,83.0
612.5,83.1
613.0,83.1
613.5,83.0
614.0,83.0
614.5,82.9
615.0,82.9
615.5,82.8
616.0,82.8
616.5,82.8
617.0,82.8
617.5,82.8
618.0,82.9
618.5,82.9
619.0,82.9
619.5,82.9
620.0,82.9
620.5,82.9
621.0,82.9
621.5,82.9
622.0,82.9
622.5,82.9
623.0,82.8
623.5,82.8
624.0,82.8
624.5,82.8
625.0,82.8
625.5,82.7
626.0,82.7
626.5,82.7
627.0,82.7
627.5,82.7
628.0,82.7
628.5,82.7
629.0,82.7
629.5,82.7
630.0,82.7
630.5,82.7
631.0,82.7
631.5,82.7
632.0,82.7
632.5,82.7
633.0,82.6
633.5,82.6
634.0,82.6
634.5,82.7
635.0,82.6
635.5,82.7
636.0,82.6
636.5,82.6
637.0,82.6
637.5,82.6
638.0,82.6
638.5,82.6
639.0,82.5
639.5,82.5
640.0,82.5
640.5,82.5
641.0,82.5
641.5,82.5
642.0,82.5
642.5,82.5
643.0,82.5
643.5,82.5
644.0,82.5
644.5,82.4
645.0,82.4
645.5,82.5
646.0,82.5
646.5,82.5
647.0,82.5
647.5,82.5
648.0,82.4
648.5,82.4
649.0,82.4
649.5,82.4
650.0,82.4
