测定参数
[测定]
开始(nm):,650 nm
565.0,76.9
565.5,76.9
566.0,76.9
566.5,76.9
567.0,76.9
567.5,76.9
568.0,77.0
568.5,77.0
569.0,76.9
569.5,76.9
570.0,76.9
570.5,76.9
571.0,76.9
571.5,76.9
572.0,76.9
572.5,76.9
573.0,76.8
573.5,76.8
574.0,76.8
574.5,76.8
575.0,76.7
575.5,76.7
576.0,76.7
576.5,76.7
577.0,76.7
577.5,76.7
578.0,76.7
578.5,76.7
579.0,76.7
579.5,76.7
580.0,76.7
580.5,76.7
581.0,76.7
581.5,76.6
582.0,76.6
582.5,76.6
583.0,76.6
583.5,76.5
584.0,76.5
584.5,76.5
585.0,76.5
585.5,76.5
586.0,76.5
586.5,76.5
587.0,76.5
587.5,76.5
588.0,76.5
588.5,76.5
589.0,76.4
589.5,76.4
590.0,76.4
590.5,76.4
591.0,76.4
591.5,76.4
592.0,76.4
592.5,76.5
593.0,76.4
593.5,76.4
594.0,76.4
594.5,76.4
595.0,76.3
595.5,76.3
596.0,76.3
596.5,76.3
597.0,76.2
597.5,76.2
598.0,76.2
598.5,76.2
599.0,76.2
599.5,76.2
600.0,76.2
600.5,76.1
601.0,76.1
601.5,76.1
602.0,76.1
602.5,76.1
603.0,76.1
603.5,76.1
604.0,76.1
604.5,76.0
605.0,76.0
605.5,76.0
606.0,76.0
606.5,76.0
607.0,76.0
607.5,75.9
608.0,75.9
608.5,75.9
609.0,75.8
609.5,75.9
610.0,75.9
610.5,75.8
611.0,75.8
611.5,75.9
612.0,75.9
612.5,75.9
613.0,75.9
613.5,75.9
614.0,75.8
614.5,75.8
615.0,75.8
615.5,75.8
616.0,75.8
616.5,75.8
617.0,75.7
617.5,75.7
618.0,75.7
618.5,75.7
619.0,75.7
619.5,75.7
620.0,75.7
620.5,75.7
621.0,75.7
621.5,75.7
622.0,75.7
622.5,75.7
623.0,75.7
623.5,75.7
624.0,75.7
624.5,75.6
625.0,75.6
625.5,75.6
626.0,75.5
626.5,75.5
627.0,75.5
627.5,75.5
628.0,75.5
628.5,75.5
629.0,75.5
629.5,75.5
630.0,75.4
630.5,75.4
631.0,75.5
631.5,75.5
632.0,75.5
632.5,75.5
633.0,75.5
633.5,75.4
634.0,75.4
634.5,75.4
635.0,75.4
635.5,75.4
636.0,75.4
636.5,75.4
637.0,75.4
637.5,75.4
638.0,75.4
638.5,75.4
639.0,75.3
639.5,75.3
640.0,75.3
640.5,75.3
641.0,75.3
641.5,75.3
642.0,75.3
642.5,75.3
643.0,75.2
643.5,75.2
644.0,75.2
644.5,75.2
645.0,75.2
645.5,75.2
646.0,75.2
646.5,75.2
647.0,75.2
647.5,75.2
648.0,75.1
648.5,75.1
649.0,75.1
649.5,75.1
650.0,75.1
