测定参数
[测定]
开始(nm):,650 nm
565.0,74.0
565.5,74.0
566.0,74.0
566.5,74.0
567.0,74.0
567.5,73.9
568.0,73.9
568.5,73.9
569.0,73.8
569.5,73.8
570.0,73.8
570.5,73.8
571.0,73.8
571.5,73.8
572.0,73.9
572.5,73.9
573.0,73.8
573.5,73.8
574.0,73.7
574.5,73.7
575.0,73.7
575.5,73.6
576.0,73.6
576.5,73.6
577.0,73.6
577.5,73.6
578.0,73.6
578.5,73.6
579.0,73.6
579.5,73.6
580.0,73.6
580.5,73.5
581.0,73.5
581.5,73.5
582.0,73.5
582.5,73.4
583.0,73.4
583.5,73.4
584.0,73.4
584.5,73.3
585.0,73.3
585.5,73.3
586.0,73.3
586.5,73.3
587.0,73.3
587.5,73.3
588.0,73.2
588.5,73.2
589.0,73.2
589.5,73.2
590.0,73.2
590.5,73.2
591.0,73.2
591.5,73.1
592.0,73.1
592.5,73.1
593.0,73.1
593.5,73.1
594.0,73.0
594.5,73.0
595.0,73.0
595.5,73.0
596.0,72.9
596.5,72.9
597.0,72.8
597.5,72.8
598.0,72.8
598.5,72.8
599.0,72.8
599.5,72.8
600.0,72.8
600.5,72.7
601.0,72.7
601.5,72.7
602.0,72.7
602.5,72.7
603.0,72.7
603.5,72.7
604.0,72.7
604.5,72.6
605.0,72.6
605.5,72.6
606.0,72.6
606.5,72.5
607.0,72.5
607.5,72.4
608.0,72.4
608.5,72.4
609.0,72.4
609.5,72.4
610.0,72.4
610.5,72.3
611.0,72.3
611.5,72.3
612.0,72.3
612.5,72.3
613.0,72.3
613.5,72.3
614.0,72.3
614.5,72.3
615.0,72.3
615.5,72.3
616.0,72.2
616.5,72.2
617.0,72.2
617.5,72.2
618.0,72.1
618.5,72.1
619.0,72.1
619.5,72.1
620.0,72.1
620.5,72.1
621.0,72.1
621.5,72.1
622.0,72.1
622.5,72.1
623.0,72.1
623.5,72.0
624.0,71.9
624.5,71.9
625.0,71.8
625.5,71.8
626.0,71.8
626.5,71.8
627.0,71.8
627.5,71.8
628.0,71.8
628.5,71.8
629.0,71.8
629.5,71.7
630.0,71.7
630.5,71.7
631.0,71.7
631.5,71.7
632.0,71.7
632.5,71.7
633.0,71.7
633.5,71.7
634.0,71.7
634.5,71.7
635.0,71.6
635.5,71.6
636.0,71.6
636.5,71.6
637.0,71.6
637.5,71.6
638.0,71.6
638.5,71.6
639.0,71.5
639.5,71.5
640.0,71.5
640.5,71.5
641.0,71.5
641.5,71.5
642.0,71.4
642.5,71.4
643.0,71.4
643.5,71.4
644.0,71.4
644.5,71.4
645.0,71.3
645.5,71.3
646.0,71.3
646.5,71.3
647.0,71.3
647.5,71.3
648.0,71.3
648.5,71.2
649.0,71.2
649.5,71.2
650.0,71.2
