测定参数
[测定]
开始(nm):,650 nm
565.0,89.9
565.5,89.9
566.0,89.9
566.5,90.0
567.0,90.0
567.5,90.1
568.0,90.1
568.5,90.1
569.0,90.0
569.5,90.0
570.0,89.9
570.5,89.9
571.0,89.9
571.5,89.9
572.0,89.9
572.5,89.9
573.0,89.9
573.5,89.8
574.0,89.8
574.5,89.8
575.0,89.8
575.5,89.8
576.0,89.9
576.5,89.9
577.0,89.9
577.5,89.9
578.0,89.9
578.5,89.9
579.0,89.9
579.5,89.9
580.0,89.9
580.5,89.9
581.0,89.9
581.5,89.8
582.0,89.8
582.5,89.9
583.0,89.9
583.5,89.9
584.0,89.9
584.5,89.9
585.0,89.9
585.5,90.0
586.0,89.9
586.5,89.9
587.0,89.8
587.5,89.8
588.0,89.7
588.5,89.7
589.0,89.8
589.5,89.8
590.0,89.7
590.5,89.7
591.0,89.7
591.5,89.7
592.0,89.8
592.5,89.8
593.0,89.8
593.5,89.8
594.0,89.7
594.5,89.7
595.0,89.7
595.5,89.7
596.0,89.7
596.5,89.6
597.0,89.6
597.5,89.5
598.0,89.5
598.5,89.6
599.0,89.6
599.5,89.6
600.0,89.6
600.5,89.6
601.0,89.6
601.5,89.6
602.0,89.5
602.5,89.6
603.0,89.6
603.5,89.6
604.0,89.5
604.5,89.5
605.0,89.4
605.5,89.4
606.0,89.5
606.5,89.4
607.0,89.5
607.5,89.4
608.0,89.4
608.5,89.4
609.0,89.4
609.5,89.4
610.0,89.4
610.5,89.4
611.0,89.4
611.5,89.4
612.0,89.4
612.5,89.4
613.0,89.4
613.5,89.4
614.0,89.4
614.5,89.4
615.0,89.4
615.5,89.4
616.0,89.4
616.5,89.4
617.0,89.4
617.5,89.3
618.0,89.3
618.5,89.3
619.0,89.3
619.5,89.2
620.0,89.2
620.5,89.2
621.0,89.3
621.5,89.3
622.0,89.3
622.5,89.3
623.0,89.3
623.5,89.2
624.0,89.2
624.5,89.2
625.0,89.2
625.5,89.1
626.0,89.1
626.5,89.1
627.0,89.1
627.5,89.1
628.0,89.2
628.5,89.2
629.0,89.2
629.5,89.2
630.0,89.2
630.5,89.2
631.0,89.2
631.5,89.2
632.0,89.2
632.5,89.2
633.0,89.2
633.5,89.2
634.0,89.2
634.5,89.1
635.0,89.1
635.5,89.1
636.0,89.1
636.5,89.1
637.0,89.1
637.5,89.2
638.0,89.2
638.5,89.2
639.0,89.1
639.5,89.1
640.0,89.1
640.5,89.1
641.0,89.1
641.5,89.1
642.0,89.1
642.5,89.1
643.0,89.1
643.5,89.1
644.0,89.0
644.5,89.0
645.0,89.0
645.5,89.0
646.0,89.0
646.5,89.0
647.0,89.0
647.5,89.1
648.0,89.0
648.5,89.0
649.0,89.0
649.5,88.9
650.0,88.9
